,Date,Q-P1,Q-P2,Q-P3,Q-P4,
21.09.2010	7043	713	532	1209
22.09.2010	4505	3078	2148	800
23.09.2010	2073	3807	5311	490
24.09.2010	4845	1556	1016	1511
25.09.2010	4094	2181	3800	1805
26.09.2010	3953	1298	3332	1634
27.09.2010	2596	1820	760	1253
28.09.2010	1068	2055	715	1087
29.09.2010	5110	3370	1228	1871
30.09.2010	7642	3158	414	656
01.10.2010	4986	342	4978	558
01.10.2010	4430	1942	3211	1751
02.10.2010	758	1656	2788	1632
03.10.2010	7257	3804	2304	1282
04.10.2010	4152	2432	3931	542
05.10.2010	2994	910	283	1897
06.10.2010	3527	2557	3183	441
07.10.2010	387	3515	3485	545
08.10.2010	5205	3146	2376	1708
09.10.2010	854	1533	3331	1363
10.10.2010	7329	406	257	1314
11.10.2010	6253	2602	3013	1255
12.10.2010	5431	1654	764	1048
13.10.2010	5041	2762	3532	438
14.10.2010	7259	2642	3644	1464
15.10.2010	3736	3621	5216	724
16.10.2010	6013	1389	4931	365
17.10.2010	2772	1663	475	1941
18.10.2010	1723	2129	2859	1682
19.10.2010	1185	581	2327	1816
20.10.2010	6476	3436	4327	1567
21.10.2010	3985	1065	703	1285
22.10.2010	573	1265	4389	451
23.10.2010	5880	1732	3704	1591
24.10.2010	6149	3407	4939	736
25.10.2010	6080	1441	3773	417
26.10.2010	7940	3131	3323	323
27.10.2010	828	3871	4768	1071
28.10.2010	5866	1038	2354	624
29.10.2010	4721	1229	4707	739
30.10.2010	5506	3452	1307	422
01.11.2010	3975	1068	5004	1564
02.11.2010	1498	1525	2722	1276
03.11.2010	6869	3258	4863	337
04.11.2010	6130	3208	1974	1085
05.11.2010	7366	3767	3366	355
06.11.2010	4671	1956	655	900
07.11.2010	1719	1221	5147	1499
08.11.2010	4330	3818	697	401
09.11.2010	2633	652	1869	1682
10.11.2010	1708	3881	2933	576
11.11.2010	833	352	3143	363
12.11.2010	5185	3088	4103	355
13.11.2010	4865	3951	5405	975
14.11.2010	302	3568	2467	1238
15.11.2010	7506	3191	438	1481
16.11.2010	948	3510	3475	1478
17.11.2010	2047	2179	2797	1064
18.11.2010	3100	2064	1988	712
19.11.2010	6094	1287	4889	1795
20.11.2010	3837	1440	3623	518
21.11.2010	7427	2519	831	1182
22.11.2010	2324	357	2214	335
23.11.2010	648	2866	5649	1474
24.11.2010	2555	3417	3839	1345
25.11.2010	1969	1090	4935	1615
26.11.2010	398	976	4694	355
27.11.2010	4036	3114	3744	498
28.11.2010	1804	2575	5852	1478
29.11.2010	6997	3913	5577	1827
30.11.2010	1655	2876	4278	1361
31-11-2010	4632	3930	523	1581
01.12.2010	1736	911	405	1682
02.12.2010	6374	1409	5807	1056
03.12.2010	969	2566	716	1478
04.12.2010	3556	3903	5729	637
05.12.2010	1596	3228	351	1825
06.12.2010	5138	3926	4864	256
07.12.2010	6821	2510	3503	597
08.12.2010	5877	1567	4069	636
09.12.2010	5135	1774	1870	652
10.12.2010	5244	2991	3217	1910
11.12.2010	2610	3664	4707	728
12.12.2010	4116	3549	4374	1179
13.12.2010	5843	2283	4160	1239
14.12.2010	5274	978	3655	1788
15.12.2010	2143	1253	3742	329
16.12.2010	7014	2877	2129	1012
17.12.2010	4408	692	3389	434
18.12.2010	5578	2699	2917	960
19.12.2010	5930	1998	3351	268
20.12.2010	3619	575	1983	1372
21.12.2010	575	1261	5039	1056
22.12.2010	7064	3919	2005	1893
23.12.2010	651	3418	5831	1018
24.12.2010	5006	752	4432	706
25.12.2010	374	970	511	1005
26.12.2010	3398	1524	5864	725
27.12.2010	7935	1473	5052	1955
28.12.2010	2801	1773	2744	1810
29.12.2010	6443	1773	3781	942
30.12.2010	6216	3519	5529	1807
01.01.2011	281	3956	4186	1537
02.01.2011	7665	1350	4266	1789
03.01.2011	937	3758	4311	314
04.01.2011	6378	968	4530	995
05.01.2011	731	2174	5908	1505
06.01.2011	2032	3556	349	815
07.01.2011	1514	3321	5699	1371
08.01.2011	410	865	2384	1502
09.01.2011	489	3673	3283	522
10.01.2011	1326	2810	4408	1535
11.01.2011	2535	3027	4185	1219
12.01.2011	351	3737	1581	986
13.01.2011	2480	676	5982	475
14.01.2011	408	2952	3147	1635
15.01.2011	2428	1279	4992	452
16.01.2011	1593	2972	409	343
17.01.2011	5324	1418	3883	687
18.01.2011	2623	586	385	1651
19.01.2011	3082	357	4745	1805
20.01.2011	562	3519	1232	864
21.01.2011	7642	2224	5279	651
22.01.2011	4351	2127	1694	508
23.01.2011	6487	426	3380	1576
24.01.2011	2604	821	586	1567
25.01.2011	7652	339	1610	377
26.01.2011	295	762	2728	477
27.01.2011	1486	2309	3206	975
28.01.2011	2002	1770	709	1363
29.01.2011	6688	1529	2796	1808
30.01.2011	5943	2206	5708	1427
31.01.2011	939	3325	1863	1612
01.02.2011	7590	1909	3479	960
02.02.2011	1914	3478	3420	1373
03.02.2011	2559	674	5250	1171
04.02.2011	1887	3763	4099	858
05.02.2011	4925	3326	3186	1174
06.02.2011	1814	3589	1183	1581
07.02.2011	513	2802	5147	890
08.02.2011	2717	496	1777	1875
09.02.2011	3652	2629	1739	1835
10.02.2011	3072	762	2218	449
11.02.2011	1912	2167	5992	891
12.02.2011	1003	578	1188	1549
13.02.2011	7652	1813	4636	990
14.02.2011	1845	799	4669	1012
15.02.2011	1601	2924	4384	1480
16.02.2011	3735	266	5017	1574
17.02.2011	5129	3374	258	631
18.02.2011	299	1945	5483	1527
19.02.2011	6216	3625	5546	961
20.02.2011	1953	3677	2640	1219
21.02.2011	5691	2610	595	1462
22.02.2011	5590	2418	1327	575
23.02.2011	1402	1086	2256	1138
24.02.2011	3491	2529	3646	1872
25.02.2011	6231	3713	916	564
26.02.2011	6113	3831	4455	1969
27.02.2011	1464	3861	2510	1841
28.02.2011	3338	3434	4400	1571
01.03.2011	5454	998	2637	1233
02.03.2011	7204	811	5885	475
03.03.2011	7588	1054	1370	395
04.03.2011	4454	1135	5698	270
05.03.2011	4281	524	593	1970
06.03.2011	2297	270	3216	1964
07.03.2011	1846	1503	2769	1700
08.03.2011	6073	1068	1075	596
09.03.2011	6109	3729	5224	1681
10.03.2011	6477	3178	747	822
11.03.2011	6226	2493	3489	751
12.03.2011	2626	1626	1794	1725
13.03.2011	6693	2292	5488	1078
14.03.2011	1698	509	620	1221
15.03.2011	3982	3468	3067	487
16.03.2011	1645	3966	4044	1626
17.03.2011	5848	1072	2651	337
18.03.2011	824	1263	1278	1826
19.03.2011	1342	3246	4990	1546
20.03.2011	581	883	1833	718
21.03.2011	1906	1021	5985	1411
22.03.2011	7910	1290	2715	1375
23.03.2011	2320	983	505	633
24.03.2011	7283	3595	5422	747
25.03.2011	2316	2964	1346	315
26.03.2011	6993	2134	2058	427
27.03.2011	4148	3816	2449	1163
28.03.2011	5076	2352	1230	1550
29.03.2011	7922	2889	4665	356
30.03.2011	1174	3980	4739	1168
31.03.2011	464	2220	421	1663
01.04.2011	4176	1068	1958	1985
02.04.2011	1314	3826	1653	1874
03.04.2011	1947	2925	4086	1794
04.04.2011	2226	3245	1005	746
05.04.2011	3159	1842	1408	421
06.04.2011	6244	3283	2935	395
07.04.2011	7436	1300	3444	1945
08.04.2011	6742	2425	4512	1168
09.04.2011	483	507	2413	1389
10.04.2011	3840	617	1239	1696
11.04.2011	2471	1187	5553	1572
12.04.2011	2651	1807	3716	701
13.04.2011	3096	1732	2198	607
14.04.2011	2764	641	743	263
15.04.2011	1836	698	5337	1119
16.04.2011	4836	1505	5600	519
17.04.2011	2900	1512	2201	1641
18.04.2011	2501	3322	4078	1683
19.04.2011	610	2304	2971	1657
20.04.2011	2319	3222	704	1208
21.04.2011	7155	1511	3626	662
22.04.2011	1433	2490	1664	1475
23.04.2011	697	788	5433	1872
24.04.2011	6149	2464	2089	689
25.04.2011	5382	3474	4141	464
26.04.2011	6956	1828	3164	1630
27.04.2011	4706	2361	1328	1837
28.04.2011	6323	287	2077	1959
29.04.2011	7336	3888	5703	847
30.04.2011	1214	2287	684	1611
01.05.2011	4192	3280	5368	1142
02.05.2011	6271	3108	5218	335
03.05.2011	5365	478	5777	253
04.05.2011	7103	2609	2302	551
05.05.2011	7786	2542	5509	1384
06.05.2011	7331	690	5113	1834
07.05.2011	7574	251	3805	1098
08.05.2011	3354	3891	2568	581
09.05.2011	4439	3955	3710	528
10.05.2011	2605	2211	4858	518
11.05.2011	504	1439	3041	1606
12.05.2011	6064	2151	3480	1228
13.05.2011	7826	1678	716	634
14.05.2011	6499	2546	2963	1103
15.05.2011	1946	3626	4299	1586
16.05.2011	1942	2412	3651	377
17.05.2011	5544	3039	4246	1187
18.05.2011	5920	423	1180	1834
19.05.2011	5632	3975	4771	1181
20.05.2011	1152	287	1929	301
21.05.2011	1216	2236	5667	1499
22.05.2011	2151	2213	3555	1979
23.05.2011	3941	3098	282	590
24.05.2011	6413	986	3012	790
25.05.2011	733	951	620	298
26.05.2011	2582	3386	4222	1143
27.05.2011	7152	2086	5467	685
28.05.2011	5973	1952	3088	1415
29.05.2011	7138	2891	2414	375
30.05.2011	4139	311	5433	345
31.05.2011	1507	2980	3816	1202
01.06.2011	756	318	5439	305
02.06.2011	2661	3781	4460	405
03.06.2011	4612	398	3706	472
04.06.2011	6640	593	3278	1237
05.06.2011	2652	1381	5383	855
06.06.2011	1060	916	3332	1535
07.06.2011	6880	1300	3782	1091
08.06.2011	2472	3649	5327	1231
09.06.2011	3282	3958	3307	472
10.06.2011	7850	2368	4883	578
11.06.2011	4409	1096	1356	1462
12.06.2011	1439	3776	4217	1360
13.06.2011	5711	3887	4932	1935
14.06.2011	5961	3015	4715	1393
15.06.2011	4885	2258	3165	1933
16.06.2011	6917	1940	4710	1198
17.06.2011	2478	3308	2748	451
18.06.2011	3026	1129	261	1336
19.06.2011	7802	840	435	1277
20.06.2011	1907	1072	4624	966
21.06.2011	6932	2542	4191	1948
22.06.2011	7805	2020	2918	1548
23.06.2011	759	3970	520	1638
24.06.2011	5213	3331	2791	1007
25.06.2011	7671	2428	4877	1419
26.06.2011	1710	431	3260	1690
27.06.2011	5788	3597	3968	1408
28.06.2011	1135	1102	3396	1519
29.06.2011	7543	1218	3220	1874
30.06.2011	7938	1335	1753	1469
01.07.2011	6368	1151	2366	1261
02.07.2011	4910	3445	3486	1448
03.07.2011	1651	2725	4301	1183
04.07.2011	3548	641	3359	1739
05.07.2011	1634	2913	2387	782
06.07.2011	2689	3408	5663	1183
07.07.2011	3968	3967	1895	322
08.07.2011	5771	313	658	1939
09.07.2011	6356	2971	4542	923
10.07.2011	6660	3277	2110	623
11.07.2011	2486	1046	5287	965
12.07.2011	1143	1923	2862	1868
13.07.2011	2712	1437	2764	1397
14.07.2011	3721	1109	1746	580
15.07.2011	2546	3402	3411	1417
16.07.2011	895	1686	4822	1983
17.07.2011	7718	463	2498	1658
18.07.2011	7149	1302	2350	953
19.07.2011	1566	1307	1597	359
20.07.2011	1955	3318	2163	356
21.07.2011	6015	3992	671	748
22.07.2011	3545	1125	424	514
23.07.2011	6333	1417	861	374
24.07.2011	1159	1596	2510	1117
25.07.2011	5533	790	3008	1370
26.07.2011	2394	2624	3755	301
27.07.2011	942	1449	5184	1013
28.07.2011	974	1473	3836	882
29.07.2011	2393	1391	5966	1581
30.07.2011	1927	3719	5941	744
31.07.2011	4336	744	4717	667
01.08.2011	881	2083	4275	1395
02.08.2011	377	1438	4673	650
03.08.2011	4744	2578	5135	1093
04.08.2011	7518	3866	3513	1566
05.08.2011	3810	3660	3613	646
06.08.2011	2006	3021	723	1599
07.08.2011	7996	2672	3317	1163
08.08.2011	4517	3855	2217	1318
09.08.2011	6869	3710	385	1470
10.08.2011	4213	2039	4267	885
11.08.2011	1626	261	4407	1308
12.08.2011	6939	3374	5423	1719
13.08.2011	2697	2842	256	1594
14.08.2011	3621	3869	4746	799
15.08.2011	6487	358	4249	302
16.08.2011	569	1323	928	279
17.08.2011	5181	3587	1723	830
18.08.2011	4625	2790	2968	722
19.08.2011	3560	3584	908	1278
20.08.2011	1159	308	3551	376
21.08.2011	6072	3939	798	608
22.08.2011	4345	1739	4614	356
23.08.2011	4532	1526	3813	934
24.08.2011	781	2871	2509	252
25.08.2011	1763	3022	2505	1764
26.08.2011	4914	1502	5703	1029
27.08.2011	3758	2253	2487	1905
28.08.2011	762	2386	2383	1619
29.08.2011	3288	1660	2464	635
31.08.2011	4548	1484	1596	1974
01.09.2011	3894	1176	1942	999
02.09.2011	2407	2033	3516	411
03.09.2011	7323	2031	2960	1909
04.09.2011	4013	1595	4656	1245
05.09.2011	6646	2125	1835	1588
06.09.2011	4900	478	5455	812
07.09.2011	570	2724	2303	1659
08.09.2011	5865	3959	1955	2000
09.09.2011	2088	2057	1021	1877
10.09.2011	828	1422	2330	385
11.09.2011	2908	1678	2921	791
12.09.2011	3307	3156	3783	962
13.09.2011	2533	1559	2148	1305
14.09.2011	2006	2199	1418	787
15.09.2011	3149	3848	4622	1556
16.09.2011	5173	536	2314	1084
17.09.2011	6945	452	4074	1685
18.09.2011	5517	554	402	1496
19.09.2011	7286	658	3074	1787
20.09.2011	1060	298	3553	359
21.09.2011	4574	1277	5612	1982
22.09.2011	6976	824	946	1860
23.09.2011	6260	680	4201	883
24.09.2011	2739	1893	5435	1152
25.09.2011	4962	657	5358	1011
26.09.2011	6734	3868	4565	739
27.09.2011	2206	3056	3219	1095
28.09.2011	3293	451	4815	1574
29.09.2011	6354	2249	1182	1463
30.09.2011	4479	2899	370	1132
31-9-2011	2242	401	5926	789
01.10.2011	4446	2415	909	710
02.10.2011	2223	2722	4367	876
03.10.2011	6148	3008	3496	421
04.10.2011	4169	547	2103	1303
05.10.2011	973	415	1371	1215
06.10.2011	6945	1183	5025	1018
07.10.2011	4838	2021	4597	850
08.10.2011	5842	2736	2043	1428
09.10.2011	4432	3386	2730	788
10.10.2011	913	2127	2791	1959
11.10.2011	4887	2621	4349	1627
12.10.2011	3765	2648	435	833
13.10.2011	7587	2626	717	965
14.10.2011	6886	1309	3945	1280
15.10.2011	6268	1327	1552	1022
16.10.2011	538	958	300	767
17.10.2011	5751	876	318	1185
18.10.2011	3444	938	1142	1590
19.10.2011	1775	3210	4205	1475
20.10.2011	7874	3195	4726	1701
21.10.2011	1023	2541	2442	653
22.10.2011	920	825	4619	1876
23.10.2011	5950	1989	4337	685
24.10.2011	4290	1761	4022	1311
25.10.2011	3525	583	4427	1195
26.10.2011	6179	2933	600	748
27.10.2011	7806	1309	2961	1896
28.10.2011	4256	2133	4999	313
29.10.2011	272	381	5848	443
30.10.2011	4954	2227	1375	1874
01.11.2011	6045	1066	3567	1956
02.11.2011	3828	843	5711	787
03.11.2011	408	1468	653	1029
04.11.2011	3009	2691	422	1209
05.11.2011	6034	1156	1667	1162
06.11.2011	5920	2458	3343	997
07.11.2011	3453	641	4602	490
08.11.2011	4159	636	4133	1647
09.11.2011	5149	2704	1052	1400
10.11.2011	6538	3994	781	684
11.11.2011	2924	1779	4618	833
12.11.2011	7315	2152	2191	1750
13.11.2011	1944	867	806	1566
14.11.2011	3204	3748	1413	513
15.11.2011	352	1678	4996	1195
16.11.2011	6659	2614	2739	539
17.11.2011	1891	2797	1348	848
18.11.2011	5329	1500	921	608
19.11.2011	4246	2283	4580	930
20.11.2011	4858	1380	5298	1579
21.11.2011	3601	1391	5394	685
22.11.2011	331	706	971	1747
23.11.2011	800	2981	1059	1221
24.11.2011	4043	3560	3609	1556
25.11.2011	1626	2586	5137	419
26.11.2011	6068	318	1016	1108
27.11.2011	1695	3991	5861	1941
28.11.2011	5078	1117	5877	642
29.11.2011	4860	2740	1815	707
30.11.2011	5697	2447	1748	524
31-11-2011	325	3476	4588	1771
01.12.2011	4718	3906	4908	689
02.12.2011	7495	991	5875	1253
03.12.2011	2179	1109	436	1228
04.12.2011	1829	320	4745	1654
05.12.2011	7840	1224	1456	838
06.12.2011	7416	2440	2323	622
07.12.2011	4940	1710	2477	1397
08.12.2011	5349	1475	4706	1737
09.12.2011	1671	824	2998	646
10.12.2011	4856	2098	1825	1777
11.12.2011	3745	3029	4035	718
12.12.2011	7639	2698	5939	1417
13.12.2011	1330	1080	5382	843
14.12.2011	3301	2631	3956	1091
15.12.2011	7302	2015	3257	565
16.12.2011	4047	3523	4391	1556
17.12.2011	3427	1016	4341	1488
18.12.2011	6587	2516	5399	1002
19.12.2011	4594	480	4663	387
20.12.2011	1122	683	5996	1229
21.12.2011	2199	1067	3832	1846
22.12.2011	1602	3549	2513	1963
23.12.2011	467	1052	3673	1748
24.12.2011	7289	2475	5561	1259
25.12.2011	6624	2497	496	589
26.12.2011	6261	3129	3817	439
27.12.2011	754	1373	4419	513
28.12.2011	3961	1725	1046	1425
29.12.2011	4534	1081	4677	1229
30.12.2011	5799	2555	2348	1842
01.01.2012	4509	2807	4654	1532
02.01.2012	4812	1085	5234	1706
03.01.2012	6273	3917	4132	1284
04.01.2012	3508	1432	3428	786
05.01.2012	2904	2928	5457	1620
06.01.2012	430	3180	2879	900
07.01.2012	878	3222	4327	857
08.01.2012	4280	3179	5966	836
09.01.2012	6105	1528	569	387
10.01.2012	7898	1995	4424	1270
11.01.2012	7028	2044	1789	1689
12.01.2012	7482	1572	1647	1483
13.01.2012	5751	2376	282	1669
14.01.2012	4345	534	3409	1738
15.01.2012	3301	2169	1336	1104
16.01.2012	2341	3573	2447	1309
17.01.2012	3725	1870	1253	645
18.01.2012	3256	2761	1634	1936
19.01.2012	7583	1825	1555	637
20.01.2012	7990	376	1367	1526
21.01.2012	1930	3066	609	1024
22.01.2012	3659	496	2667	907
23.01.2012	759	3005	4562	1796
24.01.2012	5918	2006	844	1289
25.01.2012	5315	3982	3185	934
26.01.2012	5413	847	5145	1907
27.01.2012	7335	261	4152	627
28.01.2012	5146	3705	3047	1045
29.01.2012	5013	3898	1192	1767
30.01.2012	6471	418	3210	1540
31.01.2012	3942	1039	530	703
01.02.2012	5065	3279	1159	1033
02.02.2012	1013	631	3264	1947
03.02.2012	1604	1983	5489	633
04.02.2012	5641	3932	1947	1787
05.02.2012	5329	3745	3944	1140
06.02.2012	2786	633	4220	388
07.02.2012	4781	3666	3837	1012
08.02.2012	3893	1936	3717	416
09.02.2012	1686	2278	2249	779
10.02.2012	4362	2120	5186	1334
11.02.2012	4885	1817	1706	1555
12.02.2012	345	3131	2651	972
13.02.2012	2820	3625	2549	1754
14.02.2012	6049	3477	5272	347
15.02.2012	6985	1214	5688	1457
16.02.2012	2272	1243	3982	960
17.02.2012	2917	255	1132	1168
18.02.2012	6943	3549	1332	1676
19.02.2012	4423	875	4463	865
20.02.2012	6282	2035	3455	899
21.02.2012	7583	1469	2906	1052
22.02.2012	3270	3705	3767	347
23.02.2012	3683	2282	2008	525
24.02.2012	6552	1457	4075	1534
25.02.2012	3332	1890	5676	707
26.02.2012	4038	3603	4442	894
27.02.2012	2024	3068	4981	574
01.03.2012	2977	776	3731	1669
02.03.2012	3533	1482	2222	1790
03.03.2012	5747	1032	2250	573
04.03.2012	2975	1274	464	1975
05.03.2012	395	3115	5727	265
06.03.2012	1594	2990	2279	547
07.03.2012	3579	1137	4177	1427
08.03.2012	3397	3225	5508	664
09.03.2012	5626	2880	3786	1768
10.03.2012	792	2742	5158	1505
11.03.2012	2141	464	265	870
12.03.2012	392	2659	5805	1491
13.03.2012	3363	729	4498	1166
14.03.2012	2636	3032	1502	1141
15.03.2012	2861	2512	429	320
16.03.2012	3939	748	1100	728
17.03.2012	3863	1259	5300	960
18.03.2012	3565	3746	4954	2000
19.03.2012	5964	305	1441	1729
20.03.2012	394	2889	784	1639
21.03.2012	1321	3008	2360	1418
22.03.2012	4471	612	5155	1260
23.03.2012	5930	3602	3659	1548
24.03.2012	1830	3371	652	1265
25.03.2012	6674	2420	872	766
26.03.2012	4214	3501	3964	1145
27.03.2012	431	1943	5869	1915
28.03.2012	2337	982	1970	964
29.03.2012	4712	3810	4462	877
30.03.2012	2055	3870	5968	251
31.03.2012	5314	1435	3269	1220
01.04.2012	1434	1002	5702	439
02.04.2012	6486	829	4413	1196
03.04.2012	4554	2235	5375	1660
04.04.2012	7170	796	3843	1109
05.04.2012	5183	2233	2631	376
06.04.2012	5010	917	4451	1713
07.04.2012	6583	2757	1199	1801
08.04.2012	6574	1103	4475	1465
09.04.2012	7514	1288	1313	288
10.04.2012	5208	2196	4442	1505
11.04.2012	981	3014	575	1358
12.04.2012	1307	1364	3149	1261
13.04.2012	5955	1328	1169	1109
14.04.2012	5024	3803	409	851
15.04.2012	1966	1469	5632	1152
16.04.2012	7538	2518	2017	1175
17.04.2012	7189	1385	3309	320
18.04.2012	6854	1159	5474	532
19.04.2012	7421	2459	5607	1045
20.04.2012	2008	3492	4775	1318
21.04.2012	3914	2615	5922	737
22.04.2012	1339	1947	3441	426
23.04.2012	2978	1909	4227	541
24.04.2012	3678	2961	2331	900
25.04.2012	6854	3455	5228	536
26.04.2012	4897	3087	1736	455
27.04.2012	6596	793	5048	661
28.04.2012	699	1322	3173	1783
29.04.2012	5429	1076	2683	1737
30.04.2012	5322	2324	1362	1268
01.05.2012	3994	2319	2623	1189
02.05.2012	6741	2102	4125	369
03.05.2012	1425	3500	2509	1193
04.05.2012	5652	1960	5480	1127
05.05.2012	1987	2449	3961	1350
06.05.2012	2685	1973	3507	1632
07.05.2012	492	3298	3895	782
08.05.2012	4226	2563	3636	1041
09.05.2012	2201	2312	3120	1182
10.05.2012	3901	557	4564	613
11.05.2012	1582	3386	5422	1685
12.05.2012	7208	2927	4800	1717
13.05.2012	2996	1782	1642	1729
14.05.2012	7050	3285	5807	601
15.05.2012	7272	1982	5260	1269
16.05.2012	5094	1588	4648	1176
17.05.2012	3665	3274	1525	531
18.05.2012	5377	3018	4728	681
19.05.2012	1468	1684	5096	1431
20.05.2012	1226	847	2535	572
21.05.2012	3211	442	582	1390
22.05.2012	556	766	4125	1277
23.05.2012	1612	2455	1828	767
24.05.2012	1846	2420	1708	1897
25.05.2012	7339	1075	3247	1289
26.05.2012	7500	3407	4137	1291
27.05.2012	1401	1609	1961	1897
28.05.2012	1693	1023	2058	1163
29.05.2012	5097	795	3543	933
30.05.2012	1117	2963	3241	875
31.05.2012	1128	1348	3487	1019
01.06.2012	7106	1403	1311	918
02.06.2012	4765	2123	4776	1349
03.06.2012	353	2554	1631	1960
04.06.2012	6214	2995	3631	914
05.06.2012	7501	3407	2539	505
06.06.2012	1120	2725	5461	993
07.06.2012	7033	1509	4612	770
08.06.2012	7198	3135	2945	955
09.06.2012	2130	1707	3999	1568
10.06.2012	2481	666	4280	456
11.06.2012	5682	1399	1890	1007
12.06.2012	2606	1682	2831	1571
13.06.2012	5178	1157	2916	426
14.06.2012	476	1383	3268	1483
15.06.2012	4159	487	4336	971
16.06.2012	5473	3671	5769	1440
17.06.2012	5729	3261	2504	576
18.06.2012	1043	2448	2315	1050
19.06.2012	3687	3268	1685	294
20.06.2012	5483	1215	940	642
21.06.2012	6352	391	461	412
22.06.2012	1743	3909	1976	1900
23.06.2012	1531	3575	2869	1537
24.06.2012	6039	3906	5037	475
25.06.2012	2478	2191	1634	902
26.06.2012	7207	3545	2859	1903
27.06.2012	4493	2280	1707	1895
28.06.2012	7651	1380	5564	940
29.06.2012	3463	3852	3259	1278
30.06.2012	7082	2679	771	1724
01.07.2012	7517	2285	1804	1499
02.07.2012	6287	3007	5239	813
03.07.2012	3501	3805	4587	1827
04.07.2012	7577	1567	557	958
05.07.2012	2969	2505	5793	761
06.07.2012	6651	632	5763	1384
07.07.2012	5462	3874	2180	1867
08.07.2012	2616	3316	5003	1542
09.07.2012	2112	1657	2580	305
10.07.2012	3364	1854	2926	1215
11.07.2012	1708	3093	497	1100
12.07.2012	4673	2278	1536	1374
13.07.2012	3396	1340	4890	1616
14.07.2012	3508	1819	3265	786
15.07.2012	1758	1685	3143	1160
16.07.2012	5801	612	1859	1153
17.07.2012	7043	2498	3669	1586
18.07.2012	4211	3413	3841	1084
19.07.2012	6439	2049	260	1174
20.07.2012	5117	1224	3133	1788
21.07.2012	5673	1606	1961	1794
22.07.2012	2129	1439	5141	1843
23.07.2012	5658	2016	4942	1543
